YEAR,MAKE,ENGINE_SIZE,CYLINDERS,FUEL,FUEL_CONSUMPTION,HWY_L_PER_100KM,COMB_L_PER_100KM,COMB_MPG,CO2_EMISSIONS,BROAD_VEHICLE_CLASS,TRANSMISSION_GROUP
2014,BMW,2.0,4.0,Premium_gasoline,9.3,6.0,7.8,36.0,179.0,other,Standard Automatic
2015,BMW,3.0,6.0,Premium_gasoline,12.0,8.3,10.3,27.0,237.0,small_car,Manual
2021,BMW,3.0,6.0,Premium_gasoline,14.3,10.4,12.6,22.0,293.0,small_car,Automated Manual
2020,Ford,2.0,4.0,Regular_gasoline,11.4,8.3,10.0,28.0,233.0,other,Advanced Automatic
2018,BMW,4.4,8.0,Premium_gasoline,16.6,12.1,14.6,19.0,341.0,other,Advanced Automatic
2009,BMW,3.0,6.0,Premium_gasoline,12.3,7.6,10.2,28.0,235.0,small_car,Manual
2021,BMW,2.0,4.0,Premium_gasoline,9.5,6.9,8.3,34.0,195.0,small_car,Advanced Automatic
2022,BMW,3.0,6.0,Premium_gasoline,15.1,10.4,12.9,22.0,301.0,small_car,Advanced Automatic
2005,BMW,3.2,6.0,Premium_gasoline,14.9,9.4,12.4,23.0,285.0,small_car,Manual
2015,BMW,4.4,8.0,Premium_gasoline,16.6,12.1,14.6,19.0,336.0,other,Advanced Automatic
2019,Mercedes-Benz,4.0,8.0,Premium_gasoline,13.9,9.2,11.8,24.0,277.0,small_car,Advanced Automatic
2018,BMW,4.4,8.0,Premium_gasoline,14.3,9.4,12.1,23.0,283.0,medium_car,Advanced Automatic
2010,BMW,3.0,6.0,Premium_gasoline,11.8,7.5,9.9,29.0,228.0,small_car,Standard Automatic
2018,Hyundai,2.0,4.0,Regular_gasoline,10.4,7.4,9.1,31.0,212.0,large_car,Advanced Automatic
2015,BMW,3.0,6.0,Premium_gasoline,13.7,10.0,12.1,23.0,278.0,other,Automated Manual
2022,Ford,5.0,8.0,Ethanol,21.2,14.2,18.1,16.0,301.0,pick_up_truck,Advanced Automatic
2019,Porsche,2.5,4.0,Premium_gasoline,11.8,9.2,10.6,27.0,249.0,other,Automated Manual
2010,BMW,3.0,6.0,Premium_gasoline,13.5,8.5,11.2,25.0,258.0,medium_car,Manual
2018,Ford,2.0,4.0,Regular_gasoline,10.5,7.8,9.3,30.0,219.0,medium_car,Manual
2016,BMW,2.0,4.0,Premium_gasoline,10.5,6.9,8.9,32.0,209.0,small_car,Advanced Automatic
2011,BMW,4.4,8.0,Premium_gasoline,15.4,10.0,13.0,22.0,299.0,large_car,Standard Automatic
2008,BMW,3.0,6.0,Premium_gasoline,12.6,8.0,10.5,27.0,242.0,medium_car,Manual
2022,Audi,2.0,4.0,Premium_gasoline,9.8,7.6,8.8,32.0,205.0,small_car,Automated Manual
2021,BMW,3.0,6.0,Premium_gasoline,10.3,7.6,9.1,31.0,211.0,large_car,Advanced Automatic
2019,Lexus,3.5,6.0,Premium_gasoline,13.1,9.8,11.2,25.0,262.0,small_car,Advanced Automatic
2021,Hyundai,1.6,4.0,Regular_gasoline,4.5,4.2,4.4,64.0,103.0,medium_car,Automated Manual
2020,BMW,3.0,6.0,Premium_gasoline,16.6,12.1,14.6,19.0,339.0,other,Advanced Automatic
2018,Toyota,3.5,6.0,Regular_gasoline,13.4,9.6,11.7,24.0,274.0,other,Advanced Automatic
2021,Porsche,2.5,4.0,Premium_gasoline,12.5,9.6,11.2,25.0,263.0,other,Manual
2018,BMW,4.4,8.0,Premium_gasoline,16.2,10.9,13.8,20.0,324.0,small_car,Manual
2019,Hyundai,2.4,4.0,Regular_gasoline,10.8,8.0,9.6,29.0,225.0,other,Advanced Automatic
2006,BMW,3.0,6.0,Premium_gasoline,12.3,8.0,10.4,27.0,239.0,small_car,Standard Automatic
2018,Mercedes-Benz,4.0,8.0,Premium_gasoline,18.2,16.5,17.5,16.0,410.0,other,Standard Automatic
2019,Jaguar,3.0,6.0,Premium_gasoline,15.3,10.0,12.9,22.0,302.0,other,Manual
2010,BMW,4.4,8.0,Premium_gasoline,14.0,9.2,11.8,24.0,271.0,large_car,Standard Automatic
2019,Mercedes-Benz,3.0,6.0,Premium_gasoline,12.7,10.1,11.6,24.0,271.0,small_car,Advanced Automatic
2021,Ford,2.0,4.0,Regular_gasoline,11.5,8.3,10.1,28.0,237.0,other,Advanced Automatic
2008,BMW,3.0,6.0,Premium_gasoline,12.3,7.6,10.2,28.0,235.0,small_car,Manual
2016,BMW,3.0,6.0,Premium_gasoline,14.1,9.0,11.8,24.0,278.0,small_car,Manual
2021,Porsche,3.0,6.0,Premium_gasoline,13.1,9.7,11.6,24.0,275.0,other,Automated Manual
2010,BMW,3.0,6.0,Premium_gasoline,11.3,7.4,9.5,30.0,218.0,small_car,Standard Automatic
2021,BMW,4.4,8.0,Premium_gasoline,14.0,9.7,12.0,24.0,281.0,small_car,Advanced Automatic
2020,Ford,3.5,6.0,Ethanol,22.1,16.8,19.8,14.0,328.0,other,Advanced Automatic
2022,BMW,2.0,4.0,Premium_gasoline,10.3,7.7,9.1,31.0,213.0,other,Advanced Automatic
2022,BMW,4.4,8.0,Premium_gasoline,13.9,9.6,12.0,24.0,279.0,small_car,Advanced Automatic
2020,Land Rover,3.0,6.0,Premium_gasoline,13.0,10.0,11.6,24.0,273.0,other,Advanced Automatic
2018,Audi,2.0,4.0,Regular_gasoline,10.1,7.8,9.1,31.0,209.0,small_car,Automated Manual
2018,Volkswagen,1.8,4.0,Regular_gasoline,10.7,8.0,9.4,30.0,220.0,small_car,Automated Manual
2020,Lexus,5.0,8.0,Premium_gasoline,14.9,9.7,12.5,23.0,293.0,small_car,Advanced Automatic
2022,Ford,5.0,8.0,Ethanol,20.8,14.3,17.9,16.0,298.0,pick_up_truck,Advanced Automatic
2022,Toyota,2.5,4.0,Regular_gasoline,8.5,6.1,7.4,38.0,174.0,medium_car,Advanced Automatic
2021,Toyota,3.5,6.0,Regular_gasoline,10.5,7.1,9.0,31.0,210.0,medium_car,Advanced Automatic
2018,Ford,2.3,4.0,Regular_gasoline,13.1,9.2,11.4,25.0,267.0,other,Advanced Automatic
2020,BMW,2.0,4.0,Premium_gasoline,10.3,7.7,9.1,31.0,213.0,other,Advanced Automatic
2020,Ford,1.0,3.0,Regular_gasoline,8.6,8.1,8.4,34.0,197.0,other,Advanced Automatic
2021,Jaguar,5.0,8.0,Premium_gasoline,15.2,9.8,12.7,22.0,299.0,other,Advanced Automatic
2019,Mercedes-Benz,3.0,6.0,Premium_gasoline,11.2,8.3,9.9,29.0,232.0,medium_car,Advanced Automatic
2019,Ford,5.0,8.0,Ethanol,20.0,15.6,18.0,16.0,300.0,pick_up_truck,Advanced Automatic
2018,Porsche,4.0,6.0,Premium_gasoline,18.0,11.5,15.1,19.0,352.0,other,Manual
2022,BMW,3.0,6.0,Premium_gasoline,10.4,7.4,9.1,31.0,211.0,small_car,Advanced Automatic
2019,Porsche,3.0,6.0,Premium_gasoline,12.1,8.3,10.4,27.0,243.0,other,Manual
2020,Audi,2.0,4.0,Premium_gasoline,10.0,7.3,8.8,32.0,205.0,small_car,Automated Manual
2021,Lexus,2.0,4.0,Regular_gasoline,5.5,5.7,5.6,50.0,130.0,small_car,CVT
2017,BMW,4.4,8.0,Premium_gasoline,16.2,10.9,13.8,20.0,324.0,small_car,Manual
2020,Ford,3.0,6.0,Diesel,11.3,8.5,10.0,28.0,270.0,pick_up_truck,Advanced Automatic
2022,Lexus,3.5,6.0,Regular_gasoline,13.1,9.4,11.1,25.0,268.0,other,Advanced Automatic
2022,Mercedes-Benz,2.0,4.0,Premium_gasoline,12.7,9.4,11.2,25.0,262.0,medium_car,Automated Manual
2018,Volkswagen,1.8,4.0,Regular_gasoline,9.3,6.9,8.2,34.0,192.0,small_car,Manual
2021,Porsche,2.0,4.0,Premium_gasoline,11.2,8.7,10.1,28.0,236.0,other,Automated Manual
2008,BMW,4.8,8.0,Premium_gasoline,15.0,9.6,12.6,22.0,290.0,small_car,Manual
2015,BMW,2.0,4.0,Premium_gasoline,10.6,7.2,9.1,31.0,209.0,small_car,Advanced Automatic
2020,Jaguar,3.0,6.0,Premium_gasoline,12.4,8.8,10.8,26.0,253.0,other,Advanced Automatic
2018,BMW,2.0,4.0,Premium_gasoline,11.1,7.3,9.4,30.0,219.0,small_car,Manual
2018,Ford,3.5,6.0,Regular_gasoline,14.2,10.2,12.4,23.0,291.0,other,Advanced Automatic
2001,BMW,2.5,6.0,Premium_gasoline,12.0,8.4,10.4,27.0,239.0,small_car,Basic Automatic
2015,BMW,4.4,8.0,Premium_gasoline,16.1,10.8,13.7,21.0,315.0,small_car,Manual
2015,BMW,3.0,6.0,Premium_gasoline,12.7,8.8,10.9,26.0,251.0,other,Advanced Automatic
2020,Jaguar,3.0,6.0,Premium_gasoline,11.9,8.5,10.4,27.0,242.0,other,Advanced Automatic
2018,Hyundai,2.0,4.0,Regular_gasoline,8.3,6.4,7.4,38.0,174.0,medium_car,Advanced Automatic
2018,Mercedes-Benz,4.0,8.0,Premium_gasoline,13.5,8.6,11.3,25.0,265.0,large_car,Advanced Automatic
2001,BMW,3.0,6.0,Premium_gasoline,11.6,7.7,9.8,29.0,225.0,small_car,Basic Automatic
2018,Lexus,3.5,6.0,Premium_gasoline,9.4,7.1,8.4,34.0,195.0,medium_car,CVT
2020,Ford,5.0,8.0,Regular_gasoline,15.1,11.8,13.6,21.0,319.0,pick_up_truck,Advanced Automatic
2004,BMW,2.5,6.0,Premium_gasoline,11.7,7.4,9.8,29.0,225.0,small_car,Manual
2018,Ford,2.0,4.0,Regular_gasoline,5.5,5.6,5.6,50.0,131.0,medium_car,CVT
2019,Volvo,2.0,4.0,Premium_gasoline,10.3,7.5,9.0,31.0,211.0,other,Advanced Automatic
2022,Ford,2.3,4.0,Regular_gasoline,12.2,10.5,11.5,25.0,269.0,other,Advanced Automatic
2020,Honda,1.8,4.0,Regular_gasoline,9.1,7.7,8.5,33.0,200.0,small_car,CVT
2020,Hyundai,2.0,4.0,Regular_gasoline,7.8,5.6,6.8,42.0,161.0,medium_car,CVT
2018,Subaru,2.0,4.0,Regular_gasoline,10.5,8.1,9.4,30.0,220.0,other,Manual
2018,Ford,2.7,6.0,Regular_gasoline,12.0,9.4,10.8,26.0,253.0,pick_up_truck,Advanced Automatic
2018,Honda,1.5,4.0,Regular_gasoline,8.9,6.7,7.9,36.0,185.0,large_car,Manual
2019,Honda,1.5,4.0,Regular_gasoline,8.9,6.7,7.9,36.0,185.0,large_car,Manual
2010,BMW,3.0,6.0,Premium_gasoline,11.9,7.8,10.1,28.0,232.0,medium_car,Standard Automatic
2019,Jaguar,5.0,8.0,Premium_gasoline,15.8,10.3,13.3,21.0,313.0,large_car,Advanced Automatic
2014,BMW,3.0,6.0,Premium_gasoline,12.1,8.3,10.4,27.0,239.0,other,Standard Automatic
2013,BMW,3.0,6.0,Premium_gasoline,11.6,7.4,9.7,29.0,223.0,small_car,Standard Automatic
2003,BMW,4.4,8.0,Premium_gasoline,17.9,12.4,15.4,18.0,354.0,other,Basic Automatic
2000,BMW,2.5,6.0,Premium_gasoline,12.3,7.8,10.3,27.0,237.0,small_car,Basic Automatic
2020,Lexus,3.5,6.0,Premium_gasoline,8.1,8.4,8.1,35.0,190.0,other,CVT
2021,Mercedes-Benz,4.0,8.0,Premium_gasoline,14.5,9.0,12.0,24.0,282.0,small_car,Advanced Automatic
2014,BMW,3.0,6.0,Premium_gasoline,10.5,6.7,8.8,32.0,202.0,large_car,Standard Automatic
2020,Audi,3.0,6.0,Premium_gasoline,10.9,8.2,9.7,29.0,227.0,medium_car,Automated Manual
2018,Porsche,3.0,6.0,Premium_gasoline,11.1,8.6,10.0,28.0,233.0,other,Automated Manual
2019,BMW,2.0,4.0,Premium_gasoline,9.9,7.1,8.6,33.0,202.0,small_car,Advanced Automatic
2019,Ford,5.0,8.0,Regular_gasoline,15.4,9.7,12.9,22.0,302.0,small_car,Advanced Automatic
2016,BMW,3.0,6.0,Premium_gasoline,11.8,8.8,10.4,27.0,244.0,small_car,Automated Manual
2018,Mercedes-Benz,3.0,6.0,Premium_gasoline,12.0,9.2,10.8,26.0,251.0,small_car,Advanced Automatic
2020,BMW,2.0,4.0,Premium_gasoline,10.1,7.0,8.7,32.0,204.0,small_car,Advanced Automatic
2001,BMW,4.4,8.0,Premium_gasoline,13.1,8.8,11.2,25.0,258.0,small_car,Basic Automatic
2022,Porsche,3.0,6.0,Premium_gasoline,13.8,10.2,12.2,23.0,289.0,other,Automated Manual
2019,Ford,2.3,4.0,Regular_gasoline,11.9,8.4,10.4,27.0,243.0,small_car,Advanced Automatic
2020,Jaguar,2.0,4.0,Premium_gasoline,9.8,6.9,8.5,33.0,200.0,small_car,Advanced Automatic
2020,Lexus,3.5,6.0,Regular_gasoline,10.9,7.5,9.4,30.0,219.0,medium_car,Advanced Automatic
2013,BMW,3.0,6.0,Diesel,10.7,7.5,9.3,30.0,251.0,other,Standard Automatic
2022,Ford,2.3,4.0,Regular_gasoline,13.1,13.8,13.4,21.0,314.0,other,Advanced Automatic
2018,Honda,1.5,4.0,Regular_gasoline,7.7,6.0,6.9,41.0,162.0,large_car,CVT
2021,Mercedes-Benz,2.0,4.0,Premium_gasoline,10.7,7.8,9.4,30.0,221.0,medium_car,Advanced Automatic
2020,BMW,3.0,6.0,Premium_gasoline,11.3,8.7,10.1,28.0,235.0,other,Advanced Automatic
2018,Porsche,2.5,4.0,Premium_gasoline,11.0,8.4,9.9,29.0,230.0,other,Automated Manual
2018,Porsche,3.0,6.0,Premium_gasoline,12.1,9.2,10.8,26.0,251.0,other,Automated Manual
2013,BMW,3.0,6.0,Premium_gasoline,11.4,7.4,9.6,29.0,221.0,small_car,Standard Automatic
2019,Toyota,2.7,4.0,Regular_gasoline,12.1,10.1,11.2,25.0,263.0,pick_up_truck,Advanced Automatic
2019,Ford,5.0,8.0,Regular_gasoline,13.9,10.2,12.2,23.0,287.0,pick_up_truck,Advanced Automatic
2017,BMW,2.0,4.0,Premium_gasoline,11.1,7.3,9.4,30.0,219.0,small_car,Manual
2020,Lexus,3.5,6.0,Premium_gasoline,10.3,7.7,9.1,31.0,214.0,medium_car,CVT
2018,Ford,3.5,6.0,Regular_gasoline,14.4,10.6,12.7,22.0,297.0,pick_up_truck,Advanced Automatic
2018,Jaguar,2.0,4.0,Premium_gasoline,10.1,7.2,8.8,32.0,207.0,medium_car,Advanced Automatic
2013,BMW,3.0,6.0,Premium_gasoline,9.2,6.6,8.0,35.0,184.0,medium_car,Standard Automatic
2020,BMW,4.4,8.0,Premium_gasoline,14.5,9.9,12.4,23.0,290.0,large_car,Advanced Automatic
2020,BMW,3.0,6.0,Premium_gasoline,13.4,9.6,11.7,24.0,273.0,small_car,Manual
2019,Mercedes-Benz,4.0,8.0,Premium_gasoline,15.2,11.4,13.5,21.0,315.0,other,Automated Manual
2020,Porsche,3.0,6.0,Premium_gasoline,12.7,10.3,11.6,24.0,271.0,other,Advanced Automatic
2022,Toyota,2.5,4.0,Regular_gasoline,4.9,4.8,4.9,58.0,113.0,medium_car,CVT
2019,Subaru,3.6,6.0,Regular_gasoline,11.9,8.3,10.3,27.0,241.0,medium_car,CVT
2015,BMW,3.0,6.0,Premium_gasoline,14.2,9.6,12.1,23.0,278.0,small_car,Automated Manual
2007,BMW,3.0,6.0,Premium_gasoline,12.2,8.4,10.5,27.0,242.0,other,Standard Automatic
2022,Lexus,5.0,8.0,Premium_gasoline,16.0,9.5,13.0,22.0,304.0,other,Advanced Automatic
2012,BMW,3.0,6.0,Premium_gasoline,11.2,7.2,9.4,30.0,216.0,small_car,Manual
2008,BMW,3.0,6.0,Premium_gasoline,12.4,7.7,10.3,27.0,237.0,small_car,Manual
2006,BMW,2.5,6.0,Premium_gasoline,11.2,6.7,9.2,31.0,212.0,small_car,Standard Automatic
2022,Mercedes-Benz,3.0,6.0,Premium_gasoline,12.0,8.9,10.6,27.0,247.0,small_car,Advanced Automatic
2003,BMW,4.4,8.0,Premium_gasoline,13.1,8.8,11.2,25.0,258.0,small_car,Basic Automatic
2019,Land Rover,2.0,4.0,Premium_gasoline,11.4,9.3,10.5,27.0,246.0,other,Advanced Automatic
2020,Mercedes-Benz,3.0,6.0,Premium_gasoline,12.1,8.5,10.5,27.0,241.0,other,Advanced Automatic
2018,Audi,2.0,4.0,Premium_gasoline,10.0,7.0,8.7,32.0,203.0,small_car,Automated Manual
2019,Lexus,5.0,8.0,Premium_gasoline,14.9,9.7,12.5,23.0,293.0,small_car,Advanced Automatic
2021,Ford,2.7,6.0,Regular_gasoline,13.7,13.1,13.4,21.0,315.0,other,Advanced Automatic
2006,BMW,5.0,10.0,Premium_gasoline,18.1,11.0,14.9,19.0,343.0,medium_car,Automated Manual
2020,Audi,4.0,8.0,Premium_gasoline,18.0,12.3,15.4,18.0,360.0,other,Advanced Automatic
2005,BMW,4.4,8.0,Premium_gasoline,14.4,8.6,11.8,24.0,271.0,small_car,Automated Manual
2021,Ford,2.3,4.0,Regular_gasoline,11.0,7.5,9.4,30.0,221.0,small_car,Advanced Automatic
2019,Audi,2.5,5.0,Premium_gasoline,12.0,8.3,10.3,27.0,241.0,small_car,Automated Manual
2005,BMW,4.4,8.0,Premium_gasoline,13.2,8.3,11.0,26.0,253.0,large_car,Standard Automatic
2011,BMW,3.0,6.0,Premium_gasoline,12.3,8.4,10.5,27.0,242.0,other,Automated Manual
2022,Toyota,3.5,6.0,Regular_gasoline,13.8,11.4,12.7,22.0,299.0,pick_up_truck,Manual
2005,BMW,3.0,6.0,Premium_gasoline,12.3,8.0,10.3,27.0,237.0,small_car,Basic Automatic
2022,Lexus,2.5,4.0,Regular_gasoline,9.4,7.4,8.4,34.0,198.0,other,Advanced Automatic
2008,BMW,3.0,6.0,Premium_gasoline,11.1,7.0,9.3,30.0,214.0,other,Standard Automatic
2019,Land Rover,3.0,6.0,Diesel,11.3,9.2,10.4,27.0,279.0,other,Advanced Automatic
2021,Toyota,1.8,4.0,Regular_gasoline,8.1,6.3,7.3,39.0,170.0,small_car,CVT
2022,Toyota,2.0,4.0,Regular_gasoline,7.6,5.9,6.8,42.0,159.0,small_car,CVT
2013,BMW,4.4,8.0,Premium_gasoline,13.3,8.6,11.2,25.0,258.0,medium_car,Automated Manual
2019,Ford,2.3,4.0,Regular_gasoline,11.8,9.8,10.9,26.0,256.0,pick_up_truck,Advanced Automatic
2021,Subaru,2.0,4.0,Regular_gasoline,10.1,7.7,9.0,31.0,211.0,small_car,Manual
2022,Toyota,2.0,4.0,Regular_gasoline,7.7,6.1,7.0,40.0,164.0,small_car,CVT
2019,BMW,3.0,6.0,Premium_gasoline,11.2,7.8,9.7,29.0,227.0,small_car,Advanced Automatic
2020,Toyota,2.5,4.0,Regular_gasoline,6.6,6.8,6.7,42.0,156.0,other,CVT
2005,BMW,3.0,6.0,Premium_gasoline,12.3,8.0,10.3,27.0,237.0,small_car,Basic Automatic
2010,BMW,3.0,6.0,Premium_gasoline,10.8,6.9,9.0,31.0,207.0,small_car,Manual
2012,BMW,4.4,8.0,Premium_gasoline,12.2,8.3,10.5,27.0,242.0,large_car,Standard Automatic
2006,BMW,3.0,6.0,Premium_gasoline,11.7,7.9,9.9,29.0,228.0,small_car,Standard Automatic
2017,BMW,3.0,6.0,Premium_gasoline,13.7,9.1,11.7,24.0,273.0,small_car,Manual
2018,Jaguar,3.0,6.0,Premium_gasoline,15.3,10.0,12.9,22.0,302.0,other,Manual
2022,Porsche,3.0,6.0,Premium_gasoline,13.8,10.7,12.4,23.0,289.0,other,Advanced Automatic
2000,BMW,4.4,8.0,Premium_gasoline,14.7,9.1,12.2,23.0,281.0,small_car,Manual
2022,Audi,2.0,4.0,Regular_gasoline,10.5,7.9,9.4,30.0,218.0,other,Automated Manual
2020,Mercedes-Benz,2.0,4.0,Premium_gasoline,11.1,9.7,10.5,27.0,246.0,other,Standard Automatic
2022,BMW,3.0,6.0,Premium_gasoline,12.1,9.8,11.1,25.0,256.0,other,Advanced Automatic
2007,BMW,3.0,6.0,Premium_gasoline,12.5,7.6,10.3,27.0,237.0,small_car,Manual
2004,BMW,2.5,6.0,Premium_gasoline,12.4,8.2,10.5,27.0,242.0,small_car,Manual
2018,Audi,2.0,4.0,Regular_gasoline,10.1,7.8,9.1,31.0,209.0,other,Automated Manual
2020,BMW,3.0,6.0,Premium_gasoline,14.5,10.5,12.7,22.0,299.0,small_car,Automated Manual
2017,BMW,4.4,8.0,Premium_gasoline,14.7,9.7,12.5,23.0,292.0,large_car,Advanced Automatic
2022,Porsche,2.9,6.0,Premium_gasoline,14.4,11.2,13.0,22.0,305.0,other,Advanced Automatic
2018,Audi,2.9,6.0,Premium_gasoline,12.9,8.9,11.1,25.0,260.0,small_car,Automated Manual
2022,Mercedes-Benz,4.0,8.0,Premium_gasoline,17.1,11.3,14.5,19.0,339.0,other,Advanced Automatic
2010,BMW,3.0,6.0,Premium_gasoline,12.7,8.3,10.7,26.0,246.0,other,Manual
2018,Jaguar,3.0,6.0,Premium_gasoline,14.0,9.4,11.9,24.0,280.0,large_car,Advanced Automatic
2007,BMW,3.0,6.0,Premium_gasoline,12.5,8.2,10.6,27.0,244.0,other,Manual
2015,BMW,3.0,6.0,Premium_gasoline,11.9,7.8,10.0,28.0,230.0,small_car,Advanced Automatic
2022,Ford,3.5,6.0,Regular_gasoline,15.8,13.2,14.6,19.0,344.0,pick_up_truck,Advanced Automatic
2021,Ford,2.5,4.0,Regular_gasoline,12.1,9.0,10.7,26.0,251.0,other,Advanced Automatic
2012,BMW,2.0,4.0,Premium_gasoline,8.8,5.9,7.5,38.0,172.0,medium_car,Standard Automatic
2013,BMW,4.4,8.0,Premium_gasoline,15.3,9.9,12.9,22.0,297.0,other,Standard Automatic
2018,Mercedes-Benz,4.0,8.0,Premium_gasoline,14.5,10.8,12.8,22.0,302.0,other,Automated Manual
2003,BMW,3.0,6.0,Premium_gasoline,11.3,7.3,9.5,30.0,218.0,small_car,Manual
2011,BMW,3.0,6.0,Premium_gasoline,10.7,6.9,9.0,31.0,207.0,small_car,Manual
2006,BMW,6.0,12.0,Premium_gasoline,15.8,9.5,13.0,22.0,299.0,large_car,Standard Automatic
2007,BMW,3.2,6.0,Premium_gasoline,14.5,9.0,12.0,24.0,276.0,other,Manual
2022,Porsche,3.0,6.0,Premium_gasoline,12.9,10.2,11.7,24.0,274.0,other,Automated Manual
2019,BMW,3.0,6.0,Premium_gasoline,14.3,10.4,12.6,22.0,294.0,small_car,Automated Manual
2022,Ford,2.3,4.0,Regular_gasoline,12.0,9.0,10.7,26.0,252.0,other,Advanced Automatic
2012,BMW,3.0,6.0,Premium_gasoline,10.8,7.0,9.1,31.0,209.0,small_car,Manual
2016,BMW,4.4,8.0,Premium_gasoline,14.3,9.3,12.1,23.0,283.0,large_car,Advanced Automatic
2020,Honda,1.5,4.0,Premium_gasoline,8.9,6.4,7.8,36.0,183.0,medium_car,Manual
2022,Ford,2.7,6.0,Regular_gasoline,14.1,14.1,14.1,20.0,331.0,other,Advanced Automatic
2018,Mercedes-Benz,4.0,8.0,Premium_gasoline,13.1,8.8,11.2,25.0,261.0,medium_car,Advanced Automatic
2022,Honda,1.5,4.0,Regular_gasoline,8.3,7.0,7.7,37.0,180.0,other,CVT
2021,Porsche,2.9,6.0,Premium_gasoline,13.1,9.6,11.5,25.0,274.0,other,Automated Manual
2017,BMW,3.0,6.0,Premium_gasoline,12.4,8.4,10.6,27.0,249.0,small_car,Advanced Automatic
2018,BMW,3.0,6.0,Premium_gasoline,12.3,8.4,10.5,27.0,248.0,small_car,Advanced Automatic
2020,Hyundai,1.6,4.0,Regular_gasoline,8.0,7.0,7.5,38.0,178.0,medium_car,CVT
2018,Mercedes-Benz,3.0,6.0,Premium_gasoline,12.4,9.4,11.1,25.0,258.0,medium_car,Advanced Automatic
2019,Audi,2.0,4.0,Premium_gasoline,10.0,7.0,8.7,32.0,204.0,small_car,Automated Manual
2022,Mercedes-Benz,3.0,6.0,Premium_gasoline,11.0,8.3,9.8,29.0,229.0,medium_car,Advanced Automatic
2006,BMW,3.2,6.0,Premium_gasoline,14.9,9.4,12.4,23.0,285.0,small_car,Manual
2004,BMW,3.0,6.0,Premium_gasoline,14.8,9.3,12.3,23.0,283.0,other,Basic Automatic
2018,Ford,3.5,6.0,Regular_gasoline,14.7,10.7,12.9,22.0,303.0,other,Advanced Automatic
2021,Porsche,2.9,6.0,Premium_gasoline,13.1,10.5,11.9,24.0,278.0,other,Advanced Automatic
2022,Lexus,3.5,6.0,Regular_gasoline,10.9,7.5,9.4,30.0,219.0,medium_car,Advanced Automatic
2020,Ford,3.5,6.0,Regular_gasoline,16.7,12.8,15.0,19.0,352.0,other,Advanced Automatic
2021,Subaru,2.5,4.0,Regular_gasoline,9.0,7.1,8.2,34.0,192.0,other,CVT
2022,BMW,3.0,6.0,Premium_gasoline,10.9,8.0,9.6,29.0,224.0,small_car,Advanced Automatic
2019,Volvo,2.0,4.0,Premium_gasoline,11.8,8.6,10.4,27.0,242.0,other,Advanced Automatic
2002,BMW,4.4,8.0,Premium_gasoline,14.7,9.1,12.2,23.0,281.0,small_car,Manual
2020,Porsche,4.0,8.0,Premium_gasoline,12.8,9.2,11.2,25.0,261.0,large_car,Automated Manual
2004,BMW,2.5,6.0,Premium_gasoline,11.3,7.3,9.5,30.0,218.0,small_car,Automated Manual
2002,BMW,4.9,8.0,Premium_gasoline,17.6,10.6,14.4,20.0,331.0,small_car,Manual
2020,Mercedes-Benz,6.0,12.0,Premium_gasoline,18.4,11.1,15.1,19.0,355.0,large_car,Standard Automatic
2022,Volkswagen,1.5,4.0,Regular_gasoline,8.0,5.5,6.9,41.0,161.0,small_car,Manual
2021,Subaru,2.0,4.0,Regular_gasoline,10.5,8.1,9.4,30.0,220.0,other,Manual
2020,Jaguar,2.0,4.0,Premium_gasoline,11.2,8.6,10.1,28.0,236.0,other,Advanced Automatic
2020,Ford,3.3,6.0,Regular_gasoline,10.1,9.0,9.6,29.0,225.0,other,Advanced Automatic
2022,Mercedes-Benz,4.0,8.0,Premium_gasoline,16.4,12.8,14.8,19.0,346.0,other,Advanced Automatic
2020,Toyota,2.0,4.0,Premium_gasoline,11.2,8.3,9.9,29.0,232.0,other,Manual
2021,Audi,2.5,5.0,Premium_gasoline,11.6,8.0,10.0,28.0,232.0,small_car,Automated Manual
2021,Ford,3.5,6.0,Regular_gasoline,14.3,11.8,13.2,21.0,310.0,pick_up_truck,Advanced Automatic
2021,Toyota,3.5,6.0,Regular_gasoline,13.8,11.7,12.9,22.0,300.0,pick_up_truck,Manual
2016,BMW,4.4,8.0,Premium_gasoline,14.3,9.3,12.1,23.0,283.0,large_car,Advanced Automatic
2020,Mercedes-Benz,3.0,6.0,Premium_gasoline,11.8,8.5,10.4,27.0,243.0,medium_car,Advanced Automatic
2019,Mercedes-Benz,2.0,4.0,Premium_gasoline,11.0,7.3,9.4,30.0,219.0,small_car,Advanced Automatic
2018,Mercedes-Benz,4.0,8.0,Premium_gasoline,15.5,11.7,13.8,20.0,322.0,other,Automated Manual
2021,Toyota,3.0,6.0,Premium_gasoline,10.6,8.0,9.4,30.0,218.0,other,Advanced Automatic
2019,Toyota,3.5,6.0,Regular_gasoline,10.5,7.1,9.0,31.0,210.0,medium_car,Advanced Automatic
2009,BMW,3.0,6.0,Premium_gasoline,11.3,7.0,9.3,30.0,214.0,small_car,Manual
2020,Porsche,3.0,6.0,Premium_gasoline,13.1,10.2,11.8,24.0,277.0,other,Automated Manual
2020,Volvo,2.0,4.0,Regular_gasoline,10.2,7.5,9.0,31.0,210.0,other,Advanced Automatic
